Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
India,IND,207948471,4.052691338,2 female,17,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,2 somewhat possible,7 (dk),no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,157598470,0.762462534,2 female,66,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,145316315,2.814527311,2 female,55,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,yes,no,no,no,no,no,,,,,,,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,3 not very possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,156362066,1.242104844,2 female,16,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,yes,yes,yes,no,1 all of the money right away,"2 you had an account before, but this account was opened so you could receive payments from the government.",no,,,,yes,no
India,IND,111973528,4.052691338,1 male,45,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,154395041,0.82796758,1 male,27,completed primary or less,4 fourth 20%,yes,yes,no,yes,no,no,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,159830129,1.231001009,1 male,65,completed primary or less,1 poorest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,180023823,1.444292237,1 male,17,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,yes,no,yes,yes
India,IND,129269809,1.65593516,1 male,30,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,132252643,1.720835041,2 female,18,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,(ref),,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,yes,no,yes,no
India,IND,135863324,0.86041752,2 female,19,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,3 money is not taken out in a typical month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,207714279,0.82796758,1 male,30,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,3 not very possible,3 money from working or a loan from an employer,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,yes,yes,yes,no,yes,no
India,IND,182370158,1.692477863,1 male,39,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,yes,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2 somewhat possible,6 some other source,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,121692804,0.232024511,2 female,40,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,yes,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,121092929,0.809558518,2 female,22,completed tertiary or more,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,167357162,1.090215109,1 male,57,secondary,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,yes,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,157454676,0.297341215,1 male,72,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,yes,yes,yes,no,1 all of the money right away,"3 this was your first account, and it was opened so you could receive payments from the government.",no,,,,no,yes
India,IND,113744391,0.679460294,1 male,20,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,no,,no,,1 you get it at an atm,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,142538286,0.348070939,2 female,34,completed tertiary or more,5 richest 20%,yes,yes,no,yes,yes,no,yes,no,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,196687327,0.905947059,1 male,17,secondary,4 fourth 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,202090308,0.649480871,2 female,57,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,no,no,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,142202238,0.440546764,2 female,45,completed tertiary or more,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,no,,no,,1 you get it at an atm,no,(dk),no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,"2 family, relatives, or friends",yes,yes,no,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,200731791,1.658110043,1 male,40,secondary,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,4 you get it some other way,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,2 somewhat possible,1 savings,no,,,,,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,193197842,2.306947368,2 female,42,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,(dk),(dk),yes,(dk),yes,,,,,,,no,no,no,no,no,no,yes,yes,(dk),no,no,no,no,no,3 not very possible,7 (dk),no,,,,,no,,,,,yes,yes,no,no,yes,yes,(dk),(dk),no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,196998307,2.227802518,1 male,20,secondary,1 poorest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,yes,no,no,yes,no,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,no,,,,no,no
India,IND,159080675,0.168108725,2 female,45,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,1 all of the money right away,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,no,,,,no,yes
India,IND,145035832,0.191191515,2 female,47,completed primary or less,2 second 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,yes,2 somewhat possible,6 some other source,no,,,,,no,,,,,yes,yes,no,no,yes,yes,(dk),no,(dk),,,,,,,no,,,,,,no,,,,no,yes
India,IND,133573581,1.658110043,1 male,43,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,126294690,1.272584745,2 female,68,secondary,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,no
India,IND,128702467,0.209101816,1 male,51,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,121451268,0.585996009,1 male,49,secondary,2 second 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,yes,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,yes,yes,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,172470810,0.170203654,1 male,65,secondary,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,184038154,1.320913453,2 female,65,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,6 some other source,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,180082762,0.336575492,1 male,25,secondary,2 second 20%,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes,1 very possible,1 savings,yes,yes,no,no,yes,no,,,,,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,no,yes
India,IND,111929597,0.200510286,2 female,26,completed tertiary or more,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,1 you get it at an atm,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,1 very possible,1 savings,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,no,,,,no,,,,,,,yes,yes,no,no,,,yes,yes,yes,yes,yes,yes
India,IND,184329710,0.860539885,1 male,35,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,134060492,1.856502098,1 male,22,secondary,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,no,,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,189730718,1.320913453,2 female,55,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,yes,no,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,162825326,0.570624451,2 female,30,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,160109460,0.225411497,2 female,39,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,(dk),(dk),no,(dk),(dk),yes,no,no,,,,,,,no,(dk),no,yes,(dk),(dk),no,no,no,no,no,no,no,no,5 (dk),,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,135934217,0.504763745,2 female,20,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,(dk),no,(dk),no,no,(dk),no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,(dk),,,,yes,yes,(dk),no,(dk),,,,,,,(dk),,,,,,no,,,,yes,no
India,IND,194515527,0.21664994,1 male,65,completed primary or less,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,,,yes,yes,no,no,,,no,,,,no,no
India,IND,111558837,1.020542824,2 female,50,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,(dk),no,no,(dk),(dk),(dk),yes,,,,,,,no,no,no,no,(dk),no,yes,no,no,no,(dk),no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,(dk),,,,,,no,,,,no,no
India,IND,158464655,1.395802991,2 female,40,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,3 not very possible,4 a credit card or borrowing from a formal financial institution,no,,,,,no,,,,,no,,,,yes,no,yes,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,189441887,2.082655482,1 male,36,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,120252017,0.53441583,1 male,15,completed primary or less,1 poorest 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,yes,no,no,no,,,no,,,,no,no
India,IND,201004949,0.761367873,1 male,45,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,122942165,3.501965167,2 female,22,secondary,4 fourth 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,yes,no,no,,,,,,,no,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,165012702,1.198814702,2 female,75,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,yes,4 (dk),2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,(dk),(dk),no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,(dk),,,,,,,(dk),,,,,,no,,,,yes,no
India,IND,169578254,2.612613314,1 male,16,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,yes
India,IND,112712790,1.700904707,2 female,46,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,(dk),(dk),yes,(dk),(dk),no,(dk),(dk),,,,,,,no,no,(dk),yes,no,(dk),yes,(dk),yes,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,(dk),,,,,,,(dk),,,,,,no,,,,yes,yes
India,IND,179764280,0.228955247,2 female,80,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,no,no
India,IND,150368701,1.003783567,2 female,25,secondary,3 middle 20%,no,no,no,no,,,no,,no,yes,(dk),yes,no,no,no,no,(dk),,,,,,,no,(dk),no,yes,no,(dk),yes,(dk),no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,(dk),no,yes,yes,no,no,(dk),,,,,,,(dk),,,,,,no,,,,yes,no
India,IND,146653824,1.861070654,2 female,43,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,151382488,1.167321722,2 female,22,secondary,4 fourth 20%,yes,yes,no,no,,,no,,,,,,,,,,,(dk),,(dk),,2 you get it over the counter in a branch of your financial institution,(dk),no,no,no,yes,(dk),(dk),no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,(dk),,,,,,,(dk),,,,,,no,,,,yes,no
India,IND,135421452,1.066301861,1 male,45,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,no,no,no,yes,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,no
India,IND,115984966,0.397755298,1 male,38,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,(dk),,,,,,no,,,,yes,no
India,IND,188955803,0.894366192,1 male,60,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,144947060,0.70804837,1 male,23,completed tertiary or more,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,yes,no,no,,,,,,,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,114819939,1.998024503,2 female,75,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,yes,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,183746273,0.774690583,1 male,40,secondary,4 fourth 20%,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,yes,yes,no,(dk),no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,no,yes,yes,(dk),yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,no
India,IND,186091356,1.123297142,1 male,32,secondary,5 richest 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
India,IND,207210939,2.278826455,1 male,16,secondary,2 second 20%,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,no,,no,,1 you get it at an atm,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
India,IND,207824544,0.832031524,1 male,20,completed primary or less,2 second 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
India,IND,180403884,0.24783575,2 female,23,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,(dk),(dk),(dk),no,(dk),no,no,,,,,,,no,no,no,no,(dk),no,no,no,no,no,no,no,no,no,1 very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
India,IND,199375312,0.690143416,2 female,50,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,no,,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
